UPA,t1,t2,cultivo_estandar,t3,t4,t5,t6,t7,t8,t8_a,t9,t10,t10_a,t11,t12,t12_a,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t22_a,t23,t24,consideracion_produccion_mala,t25,t25_a,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,libras_cosechada,libras_vendida,sum_otros_destinos,condic_cultivo,categori_condicion_por_cultivo,superficie_total,num_cultivo,tipo_cultivo,cultivo_standar_copia
377,5,LECHUGA,Lechuga,Lechuga,Solo,,Certificada,No,0.02,Hectareas,1-May-14,0.02,Hectareas,1-Aug-14,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,10,Caneca/gaveta,REPOLLO,buena,0,9,caneca/gaveta,40,REPOLLO,405,0.5,,,,0.5,consumidor final,Santa Cruz,400,360,1,Solo,Cultivo sucesivo,0,622,Campo abierto,Lechuga
377,5,LECHUGA,Lechuga,Lechuga,Solo,,Certificada,No,0.02,Hectareas,1-Jul-13,0.02,Hectareas,1-Oct-13,, ,Si,Si,Liquidos,No, ,Si,Manual,Si,Verde,10,Caneca/gaveta,REPOLLO,buena,0,9,caneca/gaveta,40,REPOLLO,405,0.5,,,,0.5,consumidor final,Santa Cruz,400,360,1,Solo,Cultivo sucesivo,0,623,Campo abierto,Lechuga
377,5,PEPINO,Pepino,Pepinillo,Solo,,Hibrida Nacional,No,0.05,Hectareas,1-May-14,0.05,Hectareas,1-Jun-14,, ,Si,Si,Liquidos,No, ,Si,Manual,No, ,15,Caneca/gaveta,FRUTA FRESCA,buena,0,10,caneca/gaveta,80,FRUTA FRESCA,270,5,,,,,consumidor final,Santa Cruz,1200,800,5,Solo,Cultivo sucesivo,0,624,Campo abierto,Pepino
377,3,PEPINO,Pepino,Pepinillo,Solo,,Hibrida Nacional,No,0.05,Hectareas,1-Jan-14,0.05,Hectareas,1-Apr-14,, ,Si,Si,Liquidos,No, ,Si,Manual,No, ,15,Caneca/gaveta,FRUTA FRESCA,buena,0,10,caneca/gaveta,80,FRUTA FRESCA,270,5,,,,,consumidor final,Santa Cruz,1200,800,5,Solo,Cultivo sucesivo,0,625,Campo abierto,Pepino
377,3,PEPINO,Pepino,Pepinillo,Solo,,Hibrida Nacional,No,0.05,Hectareas,1-Oct-13,0.05,Hectareas,1-Jan-14,, ,Si,Si,Liquidos,No, ,Si,Manual,No, ,15,Caneca/gaveta,FRUTA FRESCA,buena,0,10,caneca/gaveta,80,FRUTA FRESCA,270,5,,,,,consumidor final,Santa Cruz,1200,800,5,Solo,Cultivo sucesivo,0,626,Campo abierto,Pepino
377,3,PEPINO,Pepino,Pepinillo,Solo,,Hibrida Nacional,No,0.05,Hectareas,1-Jul-13,0.05,Hectareas,1-Oct-13,, ,Si,Si,Liquidos,No, ,Si,Manual,No, ,15,Caneca/gaveta,FRUTA FRESCA,buena,0,10,caneca/gaveta,80,FRUTA FRESCA,270,5,,,,,consumidor final,Santa Cruz,1200,800,5,Solo,Cultivo sucesivo,0,627,Campo abierto,Pepino
377,3,TOMATE RINON,Tomate rinon,Tomate rinon,Solo,,Hibrida Nacional,No,0.05,Hectareas,1-May-14,0.05,Hectareas,1-Aug-14,, ,Si,Si,Liquidos,No, ,Si,Manual,No, ,16,Caneca/gaveta,FRUTA FRESCA,buena,0,10,caneca/gaveta,70,FRUTA FRESCA,560,6,,,,,consumidor final,Santa Cruz,1120,700,6,Solo,Cultivo sucesivo,0,628,Campo abierto,Tomate rinon
377,3,TOMATE RINON,Tomate rinon,Tomate rinon,Solo,,Hibrida Nacional,No,0.05,Hectareas,1-Feb-14,0.05,Hectareas,1-Apr-14,, ,Si,Si,Liquidos,No, ,Si,Manual,No, ,16,Caneca/gaveta,FRUTA FRESCA,buena,0,10,caneca/gaveta,70,FRUTA FRESCA,560,6,,,,,consumidor final,Santa Cruz,1120,700,6,Solo,Cultivo sucesivo,0,629,Campo abierto,Tomate rinon
377,5,TOMATE RINON,Tomate rinon,Tomate rinon,Solo,,Hibrida Nacional,No,0.05,Hectareas,1-Oct-13,0.05,Hectareas,1-Jan-14,, ,Si,Si,Liquidos,No, ,Si,Manual,No, ,16,Caneca/gaveta,FRUTA FRESCA,buena,0,10,caneca/gaveta,70,FRUTA FRESCA,560,6,,,,,consumidor final,Santa Cruz,1120,700,6,Solo,Cultivo sucesivo,0,630,Campo abierto,Tomate rinon
377,5,TOMATE RINON,Tomate rinon,Tomate rinon,Solo,,Hibrida Nacional,No,0.05,Hectareas,1-Jul-13,0.05,Hectareas,1-Oct-13,, ,Si,Si,Liquidos,No, ,Si,Manual,No, ,16,Caneca/gaveta,FRUTA FRESCA,buena,0,10,caneca/gaveta,70,FRUTA FRESCA,560,6,,,,,consumidor final,Santa Cruz,1120,700,6,Solo,Cultivo sucesivo,0,631,Campo abierto,Tomate rinon
377,5,YUCA,Yuca,Yuca,Solo,,Comun,No,0.05,Hectareas,1-Jul-13,0.05,Hectareas,1-Jul-14,, ,No,,,, ,No,,No, ,10,Saco,RAIZ FRESCA,buena,0,5,Saco,100,RAIZ FRESCA,400,5,,,,,consumidor final,Santa Cruz,1000,500,5,Solo,Cultivo sucesivo,0,632,Campo abierto,Yuca
377,5,YUCA,Yuca,Yuca,Solo,,Comun,No,0.06,Hectareas,1-Aug-13,0.06,Hectareas,1-Aug-14,, ,No,,,, ,No,,No, ,10,Quintal,RAIZ FRESCA,buena,0,9,Quintal,100,RAIZ FRESCA,720,1,,,,,consumidor final,Santa Cruz,1000,900,1,Solo,Cultivo sucesivo,0,633,Campo abierto,Yuca
377,2,MAIZ SUAVE CHOCLO,Maiz,Maiz suave choclo,Solo,,Comun,No,0.1,Hectareas,1-Mar-14,0.1,Hectareas,1-Jul-14,, ,No,,,, ,No,,Si,Verde,20,Saco,CHOCLO,buena,0,18,Saco,60,CHOCLO,450,2,,,,,consumidor final,Santa Cruz,1200,1080,2,Solo,Cultivo sucesivo,0,634,Campo abierto,Maiz
377,2,MAIZ SUAVE CHOCLO,Maiz,Maiz suave choclo,Solo,,Comun,No,0.1,Hectareas,1-Oct-13,0.1,Hectareas,1-Feb-14,, ,No,,,, ,No,,Si,Verde,20,Saco,CHOCLO,buena,0,18,Saco,60,CHOCLO,450,2,,,,,consumidor final,Santa Cruz,1200,1080,2,Solo,Cultivo sucesivo,0,635,Campo abierto,Maiz
377,3,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.5,Hectareas,1-May-14,0.5,Hectareas,1-Aug-14,, ,No,,,, ,No,,No, ,20,Saco,CHOCLO,regular,0,15,Saco,90,CHOCLO,375,5,,,,,consumidor final,Santa Cruz,1800,1350,5,Solo,Cultivo sucesivo,0,636,Campo abierto,Maiz
377,5,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.5,Hectareas,1-Jan-14,0.5,Hectareas,1-Apr-14,, ,No,,,, ,No,,No, ,20,Saco,CHOCLO,regular,0,15,Saco,90,CHOCLO,375,5,,,,,consumidor final,Santa Cruz,1800,1350,5,Solo,Cultivo sucesivo,0,637,Campo abierto,Maiz
377,5,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.5,Hectareas,1-Oct-13,0.5,Hectareas,1-Jan-13,, ,No,,,, ,No,,No, ,20,Saco,CHOCLO,regular,0,15,Saco,90,CHOCLO,375,5,,,,,consumidor final,Santa Cruz,1800,1350,5,Solo,Cultivo sucesivo,0,638,Campo abierto,Maiz
377,3,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.5,Hectareas,1-Jul-13,0.5,Hectareas,1-Oct-13,, ,No,,,, ,No,,No, ,20,Saco,CHOCLO,regular,0,15,Saco,90,CHOCLO,375,5,,,,,consumidor final,Santa Cruz,1800,1350,5,Solo,Cultivo sucesivo,0,639,Campo abierto,Maiz
377,3,SANDIA,Sandia,Sandia,Solo,,Hibrida Nacional,No,0.5,Hectareas,1-Nov-13,0.5,Hectareas,1-Jan-14,, ,Si,Si,Liquidos,No, ,Si,Manual,No, ,500,Unidad,FRUTA FRESCA,buena,0,400,unidad,8,FRUTA FRESCA,2000,80,,,,20,consumidor final,Santa Cruz,4000,3200,100,Solo,Cultivo sucesivo,0,640,Campo abierto,Sandia
378,1,HIERVITA,Hiervita,Cilantro,Solo,,Certificada,No,0.001,Hectareas,1-Jun-14,0.001,Hectareas,1-Sep-14,, ,Si,Si,Guano,No, ,Si,Manual,No, ,50,Otro especifique,HOJA FRESCA,buena,0,0, ,0.5, ,,10,,,,40, , ,25,0,50,Solo,Barbecho,0,641,Campo abierto,Hiervita
378,1,RABANO,Rabano,Rabano,Solo,,Certificada,No,0.001,Hectareas,1-Jun-14,0.001,Hectareas,1-Aug-14,, ,Si,Si,Guano,No, ,Si,Manual,No, ,50,Otro especifique,RAIZ FRESCA,buena,0,0, ,3, ,,5,,,,45, , ,150,0,50,Solo,Barbecho,0,642,Campo abierto,Rabano
378,1,PIMIENTO,Pimiento,Pimiento,Solo,,Certificada,No,0.0032,Hectareas,1-Jun-14,0.0032,Hectareas,1-Sep-14,, ,Si,Si,Guano,No, ,Si,Manual,No, ,1,Caneca/gaveta,FRUTA FRESCA,buena,0,0, ,40, ,,0.33,,,,0.67, , ,40,0,1,Solo,Barbecho,0,643,Campo abierto,Pimiento
378,1,VAINITA,Vainita,Vainita,Solo,,Certificada,No,0.005,Hectareas,1-Jun-14,0.005,Hectareas,1-Sep-14,, ,Si,Si,Guano,No, ,Si,Manual,No, ,150,Libra,EN VAINA,buena,0,0, ,1, ,,50,,,,100, , ,150,0,150,Solo,Barbecho,0,644,Campo abierto,Vainita
378,1,TOMATE RINON,Tomate rinon,Tomate rinon,Solo,,Certificada,No,0.013,Hectareas,1-Jun-14,0.006,Hectareas,1-Sep-14,pinzones, ,Si,Si,Guano,No, ,Si,Manual,No, ,30,Libra,FRUTA FRESCA,regular,0,0, ,1, ,,30,,,,, , ,30,0,30,Solo,Barbecho,0,645,Campo abierto,Tomate rinon
378,1,ARVEJA,Arveja,Arveja tierna,Solo,,Certificada,No,0.024,Hectareas,1-Jun-14,0.024,Hectareas,1-Sep-14,, ,Si,Si,Guano,No, ,Si,Manual,No, ,150,Libra,VAINA,buena,0,0, ,1, ,,50,,,,100, , ,150,0,150,Solo,Barbecho,0,646,Campo abierto,Arveja
378,1,YUCA,Yuca,Yuca,Solo,,Comun,No,0.0628,Hectareas,1-Jul-13,0.03,Hectareas,1-Sep-14,plagas, ,No,,,, ,No,,No, ,6,Quintal,RAIZ FRESCA,regular,0,0, ,100, ,,5,,,,1, , ,600,0,6,Solo,Barbecho,0,647,Campo abierto,Yuca
380,1,FREJOL TIERNO,Frejol,Frejol tierno,Solo,,Comun,No,0.06,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Manual,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Solo,0.06,648,Campo abierto,Frejol
381,1,YUCA,Yuca,Yuca,Solo,,Comun,No,1,Hectareas,1-Sep-13,0.5,Hectareas,1-Sep-14,otra cual?,cultivo en proceso de cosecha,Si,Si,Liquidos,No, ,No,,No, ,70,Libra,RAIZ FRESCA,regular,0,0, ,1, ,,70,,,,, , ,70,0,70,Solo,Solo,1,649,Campo abierto,Yuca
381,1,FREJOL TIERNO,Frejol,Frejol tierno,Solo,,Certificada,No,0.01,Hectareas,1-Aug-13,0.01,Hectareas,1-Oct-13,, ,Si,Si,Liquidos,No, ,Si,Manual,No, ,20,Libra,GRANO TIERNO,buena,0,0, ,1, ,,20,,,,, , ,20,0,20,Solo,Solo,0.01,650,Campo abierto,Frejol
381,1,HIERVITA,Hiervita,Cilantro,Solo,,Certificada,No,0.01,Hectareas,1-Aug-13,0.01,Hectareas,1-Oct-13,, ,Si,Si,Liquidos,No, ,Si,Manual,No, ,7,Otro especifique,HOJA FRESCA,buena,0,0, ,3, ,,7,,,,, , ,21,0,7,Solo,Solo,0.01,651,Campo abierto,Hiervita
381,1,LECHUGA,Lechuga,Lechuga,Solo,,Certificada,No,0.01,Hectareas,1-Aug-13,0.01,Hectareas,1-Oct-13,, ,Si,Si,Liquidos,No, ,Si,Manual,No, ,100,Unidad,REPOLLO,regular,0,0, ,1, ,,100,,,,, , ,100,0,100,Solo,Solo,0.01,652,Campo abierto,Lechuga
381,1,PEPINO,Pepino,Pepinillo,Solo,,Certificada,No,0.01,Hectareas,1-Aug-13,0.01,Hectareas,1-Oct-13,, ,Si,Si,Liquidos,No, ,Si,Manual,No, ,300,Unidad,FRUTA FRESCA,buena,0,0, ,0.33, ,,300,,,,, , ,99,0,300,Solo,Solo,0.01,653,Campo abierto,Pepino
381,1,PEREJIL,Perejil,Perejil,Solo,,Certificada,No,0.01,Hectareas,1-Aug-13,0.01,Hectareas,1-Oct-13,, ,Si,Si,Liquidos,No, ,Si,Manual,No, ,7,Otro especifique,HOJA FRESCA,buena,0,0, ,3, ,,7,,,,, , ,21,0,7,Solo,Solo,0.01,654,Campo abierto,Perejil
381,1,VAINITA,Vainita,Vainita,Solo,,Certificada,No,0.01,Hectareas,1-Aug-13,0.01,Hectareas,1-Oct-13,, ,Si,Si,Liquidos,No, ,Si,Manual,No, ,50,Libra,EN VAINA,buena,0,0, ,1, ,,50,,,,, , ,50,0,50,Solo,Solo,0.01,655,Campo abierto,Vainita
384,1,YUCA,Yuca,Yuca,Solo,,Comun,No,0.005,Hectareas,1-Jul-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Guano,No, ,No,,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.005,656,Campo abierto,Yuca
384,1,YUCA,Yuca,Yuca,Solo,,Comun,No,0.005,Hectareas,1-Dec-13,0.005,Hectareas,1-Jul-14,, ,Si,Si,Guano,No, ,No,,Si,Verde,50,Saco,RAIZ FRESCA,buena,0,0, ,50, ,,25,,,,25, , ,2500,0,50,Solo,Cultivo sucesivo,0,657,Campo abierto,Yuca
385,1,SANDIA,Sandia,Sandia,Solo,,Hibrida Nacional,No,0.5,Hectareas,1-Jun-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,No,,Si,Potasicos,No,,Si,Azul,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.5,658,Campo abierto,Sandia
385,1,PEPINO,Pepino,Pepinillo,Solo,,Hibrida Nacional,No,0.35,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.35,659,Campo abierto,Pepino
385,1,HIERVITA,Hiervita,Cilantro,Solo,,Comun,Si,0.06,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo rotativo,0.06,660,Campo abierto,Hiervita
385,1,RABANO,Rabano,Rabano,Solo,,Hibrida Nacional,No,0.03,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.03,661,Campo abierto,Rabano
385,2,RABANO,Rabano,Rabano,Solo,,Hibrida Nacional,No,0.03,Hectareas,1-Oct-13,0.03,Hectareas,1-Nov-13,, ,No,,,, ,No,,No, ,50,Otro especifique,RAIZ FRESCA,buena,0,50,otros especifique,0.9,RAIZ FRESCA,25,,,,,,consumidor final,Santa Cruz,45,45,0,Solo,Cultivo sucesivo,0,662,Campo abierto,Rabano
385,1,HIERVITA,Hiervita,Cilantro,Solo,,Comun,Si,0.06,Hectareas,1-Aug-13,0.06,Hectareas,1-Oct-13,, ,No,,,, ,No,,No, ,100,Otro especifique,HOJA FRESCA,buena,0,95,otros especifique,0.5,HOJA FRESCA,95,5,,,,,consumidor final,Santa Cruz,50,47.5,5,Solo,Cultivo rotativo,0,663,Campo abierto,Hiervita
385,1,VAINITA,Vainita,Vainita,Solo,,Hibrida Nacional,Si,0.06,Hectareas,1-Feb-14,0.06,Hectareas,1-Sep-14,, ,Si,No,,Si,Potasicos,No,,Si,Azul,3,Caneca/gaveta,EN VAINA,buena,0,3,caneca/gaveta,25,EN VAINA,75,,,,,,consumidor final,Santa Cruz,75,75,0,Solo,Cultivo rotativo,0,664,Campo abierto,Vainita
385,1,PEPINO,Pepino,Pepinillo,Solo,,Hibrida Nacional,No,0.35,Hectareas,1-Nov-13,0.35,Hectareas,1-Jan-14,, ,Si,Si,Guano,No, ,No,,Si,Azul,7,Caneca/gaveta,FRUTA FRESCA,buena,0,7,caneca/gaveta,40,FRUTA FRESCA,140,,,,,,consumidor final,Santa Cruz,280,280,0,Solo,Cultivo sucesivo,0,665,Campo abierto,Pepino
385,2,SANDIA,Sandia,Sandia,Solo,,Hibrida Nacional,No,0.5,Hectareas,1-Jan-14,0.5,Hectareas,1-Jun-14,, ,No,,,, ,No,,Si,Azul,600,Unidad,FRUTA FRESCA,buena,0,595,unidad,8,FRUTA FRESCA,4960,5,,,,,consumidor final,Santa Cruz,4800,4760,5,Solo,Cultivo sucesivo,0,666,Campo abierto,Sandia
386,1,HIERVITA,Hiervita,Cilantro,Solo,,Hibrida Nacional,No,0.0006,Hectareas,1-Aug-14,0.0006,Hectareas,1-Sep-14,, ,No,,,, ,No,,No, ,20,Otro especifique,HOJA FRESCA,buena,0,10,otros especifique,0.25,HOJA FRESCA,10,10,,,,,consumidor final,Santa Cruz,5,2.5,10,Solo,Solo,0.0006,667,Campo abierto,Hiervita
387,2,YUCA,Yuca,Yuca,Solo,,Comun,No,0.01,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Solo,0.01,668,Campo abierto,Yuca
387,3,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.008,Hectareas,1-May-14,0.008,Hectareas,1-Sep-14,, ,No,,,, ,No,,No, ,4,Saco,CHOCLO,regular,0,0, ,40, ,,4,,,,, , ,160,0,4,Solo,Barbecho,0,669,Campo abierto,Maiz
387,1,YUCA,Yuca,Yuca,Asociado,,Comun,No,0.05,Hectareas,1-Jun-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,asociado con permanente,0,670,Campo abierto,Yuca
388,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.5,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,Si,Azul,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.5,671,Campo abierto,Maiz
388,1,ARVEJA,Arveja,Arveja tierna,Solo,,Certificada,Si,0.0145,Hectareas,1-Oct-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Manual,Si,Azul,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo rotativo,0.0145,672,Campo abierto,Arveja
388,1,YUCA,Yuca,Yuca,Solo,,Comun,No,0.01,Hectareas,1-Dec-13,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Solo,0.01,673,Campo abierto,Yuca
388,1,CILANTRO,Cilantro,Cilantro,Solo,,Certificada,Si,0.005,Hectareas,1-Oct-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Manual,Si,Azul,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo sucesivo,0.005,674,Campo abierto,Cilantro
388,1,ARVEJA,Arveja,Arveja tierna,Solo,,Certificada,Si,0.003,Hectareas,1-Oct-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Manual,Si,Azul,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo rotativo,0.003,675,Campo abierto,Arveja
388,1,PEREJIL,Perejil,Perejil,Solo,,Certificada,Si,0.0025,Hectareas,1-Oct-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Manual,Si,Azul,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Cultivo rotativo,0.0025,676,Campo abierto,Perejil
388,1,CEBOLLA BLANCA,Cebolla Blanca,Cebolla blanca,Solo,,Certificada,Si,0.0025,Hectareas,1-May-14,0.0025,Hectareas,1-Sep-14,, ,No,,,, ,Si,Manual,Si,Azul,2,Otro especifique,TALLO FRESCO,buena,0,0, ,2, ,,2,,,,, , ,4,0,2,Solo,Cultivo rotativo,0,677,Campo abierto,Cebolla Blanca
388,1,FREJOL TIERNO,Frejol,Frejol tierno,Solo,,Certificada,Si,0.003,Hectareas,1-Sep-14,0.003,Hectareas,1-Oct-14,, ,No,,,, ,Si,Manual,Si,Azul,15,Kilo,GRANO TIERNO,buena,0,10,Kilo,2.2,GRANO TIERNO,50,5,,,,,consumidor final,Santa Cruz,33,22,5,Solo,Cultivo rotativo,0,678,Campo abierto,Frejol
388,1,FREJOL TIERNO,Frejol,Frejol tierno,Solo,,Certificada,Si,0.003,Hectareas,1-Jul-14,0.003,Hectareas,1-Sep-14,, ,No,,,, ,Si,Manual,Si,Azul,15,Kilo,GRANO TIERNO,buena,0,10,Kilo,2.2,GRANO TIERNO,50,5,,,,,consumidor final,Santa Cruz,33,22,5,Solo,Cultivo rotativo,0,679,Campo abierto,Frejol
388,1,FREJOL TIERNO,Frejol,Frejol tierno,Solo,,Certificada,Si,0.003,Hectareas,1-May-14,0.003,Hectareas,1-Jun-14,, ,No,,,, ,Si,Manual,Si,Azul,15,Kilo,GRANO TIERNO,buena,0,10,Kilo,2.2,GRANO TIERNO,50,5,,,,,consumidor final,Santa Cruz,33,22,5,Solo,Cultivo rotativo,0,680,Campo abierto,Frejol
388,1,FREJOL TIERNO,Frejol,Frejol tierno,Solo,,Certificada,Si,0.004,Hectareas,1-Aug-14,0.004,Hectareas,1-Sep-14,, ,No,,,, ,Si,Manual,Si,Azul,15,Kilo,GRANO TIERNO,buena,0,10,Kilo,2.2,GRANO TIERNO,50,5,,,,,consumidor final,Santa Cruz,33,22,5,Solo,Cultivo rotativo,0,681,Campo abierto,Frejol
388,1,FREJOL TIERNO,Frejol,Frejol tierno,Solo,,Certificada,Si,0.004,Hectareas,1-Jun-14,0.004,Hectareas,1-Jul-14,, ,No,,,, ,Si,Manual,Si,Azul,15,Kilo,GRANO TIERNO,buena,0,10,Kilo,2.2,GRANO TIERNO,50,5,,,,,consumidor final,Santa Cruz,33,22,5,Solo,Cultivo rotativo,0,682,Campo abierto,Frejol
388,1,FREJOL TIERNO,Frejol,Frejol tierno,Solo,,Certificada,Si,0.004,Hectareas,1-Apr-14,0.004,Hectareas,1-May-14,, ,No,,,, ,Si,Manual,Si,Azul,15,Kilo,GRANO TIERNO,buena,0,10,Kilo,2.2,GRANO TIERNO,50,5,,,,,consumidor final,Santa Cruz,33,22,5,Solo,Cultivo rotativo,0,683,Campo abierto,Frejol
388,1,CEBOLLA BLANCA,Cebolla Blanca,Cebolla blanca,Solo,,Certificada,Si,0.005,Hectareas,1-May-14,0.005,Hectareas,1-Sep-14,, ,No,,,, ,Si,Manual,Si,Azul,2,Otro especifique,TALLO FRESCO,buena,0,0, ,2, ,,2,,,,, , ,4,0,2,Solo,Cultivo rotativo,0,684,Campo abierto,Cebolla Blanca
388,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.5,Hectareas,1-Mar-14,0.5,Hectareas,1-Jul-14,, ,No,,,, ,No,,Si,Azul,4,Quintal,CHOCLO,buena,0,0, ,100, ,,4,,,,, , ,400,0,4,Solo,Cultivo sucesivo,0,685,Campo abierto,Maiz
389,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.5,Hectareas,1-Jun-14,0.5,Hectareas,1-Sep-14,, ,No,,,, ,No,,No, ,8,Quintal,CHOCLO,buena,0,0, ,100, ,,8,,,,, , ,800,0,8,Solo,Barbecho,0,686,Campo abierto,Maiz
390,1,HUERTO HORTICOLA,Huerto horticola,Huerto horticola,Solo,,Comun,Si,0.008,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,No aplica a huerto horticula,No,,,, ,Si,Manual,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Solo,0.008,687,Campo abierto,Huerto horticola
392,1,CEBOLLA BLANCA,Cebolla Blanca,Cebolla blanca,Solo,,Comun,No,0.005,Hectareas,1-Apr-14,0.005,Hectareas,1-Sep-14,, ,No,,,, ,No,,No, ,17,Otro especifique,TALLO FRESCO,buena,0,17,otros especifique,1,TALLO FRESCO,17,,,,,,consumidor final,Santa Cruz,17,17,0,Solo,Barbecho,0,688,Campo abierto,Cebolla Blanca
392,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.057,Hectareas,1-May-14,0.057,Hectareas,1-Aug-14,, ,No,,,, ,No,,No, ,3,Saco,CHOCLO,buena,0,3,Saco,40,CHOCLO,99,,,,,,consumidor final,Santa Cruz,120,120,0,Solo,Barbecho,0,689,Campo abierto,Maiz
393,1,RABANO,Rabano,Rabano,Solo,,Hibrida Nacional,Si,0.02,Hectareas,1-Aug-14,0.02,Hectareas,1-Sep-14,, ,No,,,, ,No,,No, ,100,Otro especifique,RAIZ FRESCA,buena,0,0, ,0.5, ,,50,,,,50, , ,50,0,100,Solo,Barbecho,0,690,Campo abierto,Rabano
393,1,CEBOLLA BLANCA,Cebolla Blanca,Cebolla blanca,Solo,,Hibrida Nacional,No,0.1,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Barbecho,0,691,Campo abierto,Cebolla Blanca
393,1,CEBOLLA BLANCA,Cebolla Blanca,Cebolla blanca,Solo,,Hibrida Nacional,No,0.1,Hectareas,1-Feb-14,0.1,Hectareas,1-Jun-14,, ,No,,,, ,No,,No, ,6,Caneca/gaveta,TALLO FRESCO,buena,0,0, ,10, ,,3,,,,3, , ,60,0,6,Solo,Cultivo sucesivo,0,692,Campo abierto,Cebolla Blanca
393,1,COL,Col,Col,Solo,,Hibrida Nacional,Si,0.88,Hectareas,1-Apr-14,0.88,Hectareas,1-Sep-14,, ,No,,,, ,No,,No, ,200,Unidad,REPOLLO,buena,0,150,unidad,2,REPOLLO,112.5,25,,,,25,consumidor final,Santa Cruz,400,300,50,Solo,Barbecho,0,693,Campo abierto,Col
394,1,YUCA,Yuca,Yuca,Solo,,Comun,No,0.18,Hectareas,1-Jul-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Compost,No, ,No,,Si,Verde,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Solo,0.18,694,Campo abierto,Yuca
394,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,Si,0.18,Hectareas,1-May-14,0.18,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,No,,Si,Verde,16,Saco,CHOCLO,buena,0,15,Saco,120,CHOCLO,400,1,,,,,consumidor final,Santa Cruz,1920,1800,1,Solo,Solo,0.18,695,Campo abierto,Maiz
